bedrooms,bathrooms,square_footage,address,price
2,2,1400,"1224 W Ohio Street 3W Chicago, IL 60642",725000.0
3,2,1600,"5061 N Lincoln Avenue 201 Chicago, IL 60625",649000.0
2,2,1085,"234 W Polk Street 3210 Chicago, IL 60607",645000.0
2,2,1350,"2735 N Kenmore Avenue 2S Chicago, IL 60614",640000.0
2,2,1338,"845 W Altgeld Street 3A Chicago, IL 60614",600000.0
2,2,1500,"2516 W Bloomingdale Avenue C Chicago, IL 60647",550000.0
4,3,2000,"3535 S Maplewood Avenue 4 Chicago, IL 60632",539900.0
3,2,1456,"3409 S INDIANA Avenue Chicago, IL 60616",529000.0
2,2,1450,"463 N GREEN Street 2S Chicago, IL 60642",519900.0
2,2,1400,"1050 W Dakin Street G2 Chicago, IL 60613",509900.0
2,2,1700,"5526 N Nordica Avenue Chicago, IL 60656",450000.0
2,2,1500,"4124 N Kenmore Avenue 3S Chicago, IL 60613",439900.0
4,2,2200,"7818 W Elmgrove Drive Elmwood Park, IL 60707",409000.0
2,2,1265,"520 S State Street 1211 Chicago, IL 60605",400000.0
2,2,1300,"130 S CANAL Street 217 Chicago, IL 60606",400000.0
2,2,1400,"2457 W FOSTER Avenue 1 Chicago, IL 60625",360000.0
3,1,1253,"1727 N 74th Court Elmwood Park, IL 60707",359900.0
1,1,853,"1560 N Sandburg Terrace 1106 Chicago, IL 60610",350000.0
1,1,930,"600 N DEARBORN Street 1709 Chicago, IL 60654",350000.0
2,2,1495,"6301 N Cicero Avenue A Chicago, IL 60646",349900.0
3,3,2700,"4102 S Cottage Grove Avenue 3S Chicago, IL 60653",335000.0
3,2,2080,"1707 E 93rd Street Chicago, IL 60617",324500.0
2,2,1100,"811 S LYTLE Street 207 Chicago, IL 60607",320000.0
6,2,1800,"7711 S Honore Street Chicago, IL 60620",319900.0
3,3,2008,"11761 S Vincennes Avenue Chicago, IL 60643",314900.0
3,2,2300,"9701 S Avalon Avenue Chicago, IL 60628",299900.0
2,2,1305,"5445 S Natchez Avenue Chicago, IL 60638",294900.0
3,2,1464,"9132 S Saginaw Avenue Chicago, IL 60617",260000.0
3,2,1450,"4856 S PRAIRIE Avenue 2 Chicago, IL 60615",259900.0
1,1,750,"1339 N Dearborn Street 2B Chicago, IL 60610",239000.0
3,1,1250,"800 S Independence Boulevard 3 Chicago, IL 60624",210000.0
3,2,1493,"10117 S Perry Avenue Chicago, IL 60628",199900.0
4,1,806,"9941 S Lowe Avenue Chicago, IL 60628",178000.0
2,2,1300,"2306 E 71st Street B Chicago, IL 60649",153900.0
1,1,600,"700 W Bittersweet Place 308 Chicago, IL 60613",150000.0
3,1,1351,"9043 S Ada Street Chicago, IL 60620",144999.0
3,1,1352,"8817 S Morgan Street Chicago, IL 60620",125000.0
2,1,963,"9813 S Calhoun Avenue Chicago, IL 60617",165000.0
3,3,3200,"3029 N Elbridge Avenue Chicago, IL 60618",1050000.0
3,2,1900,"1951 W Cortland Street 3 Chicago, IL 60622",900000.0
3,3,2888,"2859 S Hillock Avenue Chicago, IL 60608",898888.0
3,3,3700,"4738 S Champlain Avenue Chicago, IL 60615",590000.0
2,2,1253,"111 S Morgan Street 825 Chicago, IL 60607",500000.0
3,3,3109,"5317 S Prairie Avenue Chicago, IL 60615",489900.0
2,2,1300,"1610 W Grand Avenue 2C Chicago, IL 60622",469000.0
2,2,1550,"400 W Ontario Street 703 Chicago, IL 60654",449000.0
3,1,1689,"4932 W Cullom Avenue Chicago, IL 60641",435000.0
2,1,1125,"1515 S Prairie Avenue 910 Chicago, IL 60605",415000.0
4,2,2530,"5025 W Superior Street Chicago, IL 60644",409900.0
5,2,1809,"5336 S Harding Avenue Chicago, IL 60632",395000.0
3,2,1176,"6010 S Richmond Street Chicago, IL 60629",385000.0
2,2,1054,"235 W VAN BUREN Street 3716 Chicago, IL 60607",360000.0
2,1,1800,"2006 W Farwell Avenue Chicago, IL 60645",359800.0
2,2,1206,"1515 S Prairie Avenue 516 Chicago, IL 60605",350000.0
3,2,1200,"2543 W 103rd Street Chicago, IL 60655",349700.0
1,1,825,"125 S Green Street 309A Chicago, IL 60607",349000.0
2,2,893,"3631 W 69th Street Chicago, IL 60629",339900.0
3,1,1008,"12549 S Tripp Avenue Alsip, IL 60803",319900.0
2,2,1200,"8728 S Merrill Avenue Chicago, IL 60617",305000.0
2,2,855,"3920 W Marquette Road Chicago, IL 60629",290000.0
5,2,1564,"13115 S Escanaba Avenue Chicago, IL 60633",269000.0
3,1,1024,"8319 S Crandon Avenue Chicago, IL 60617",260000.0
1,1,794,"4131 W Belmont Avenue 318 Chicago, IL 60641",239900.0
2,1,850,"3107 W Argyle Street 3 Chicago, IL 60625",225000.0
4,2,1969,"7535 S Vernon Avenue Chicago, IL 60619",224999.0
3,2,1401,"6823 S Dorchester Avenue 2 Chicago, IL 60637",219000.0
1,1,786,"655 W IRVING PARK Road 1808 Chicago, IL 60613",180000.0
3,1,969,"8558 S Sangamon Street Chicago, IL 60620",169999.0
1,1,900,"4523.5 S Drexel Boulevard 2W Chicago, IL 60653",127000.0
1,1,600,"4345 W 63rd Street 2D Chicago, IL 60629",114900.0
2,1,945,"5748 S Laflin Street Chicago, IL 60636",112000.0
3,1,1458,"10235 S Rhodes Avenue Chicago, IL 60628",109900.0
3,3,2348,"7225 S Woodlawn Avenue Chicago, IL 60619",99900.0
5,2,3500,"9036 S Houston Avenue Chicago, IL 60617",95000.0
3,1,976,"14127 S La Salle Street Riverdale, IL 60827",80000.0
4,3,1300,"7619 S Saint Lawrence Avenue Chicago, IL 60619",69900.0
3,1,1500,"3721 N Octavia Avenue Chicago, IL 60634",349900.0
1,1,800,"6030 N Sheridan Road , 2108 Chicago, IL 60660",179000.0
5,4,3900,"6035 N Navarre Avenue Chicago, IL 60631",1099000.0
3,3,3320,"3721 W Wabansia Avenue Chicago, IL 60647",1025000.0
3,3,3094,"5342 W Winnemac Avenue Chicago, IL 60630",929000.0
3,2,2168,"914 W Wrightwood Avenue 1 Chicago, IL 60614",850000.0
3,3,3000,"823 S Oakley Boulevard Chicago, IL 60612",789999.0
4,2,3000,"680 N LAKE SHORE Drive 321 Chicago, IL 60611",699500.0
2,2,1700,"360 W Illinois Street 9D Chicago, IL 60654",664900.0
5,2,4500,"4540 S Prairie Avenue Chicago, IL 60653",659900.0
2,2,1700,"3806 N Ashland Avenue 3N Chicago, IL 60613",649000.0
2,2,1687,"1825 N Winnebago Avenue 302 Chicago, IL 60647",624900.0
2,2,1450,"3822 N DAMEN Avenue 2 Chicago, IL 60618",600000.0
2,2,1325,"101 W SUPERIOR Street 1101 Chicago, IL 60654",475000.0
2,2,1200,"2708 W Thomas Street 2 Chicago, IL 60622",450000.0
5,4,2500,"7143 W Irving Park Road 1E Chicago, IL 60634",449900.0
2,2,1691,"4141 N Kedzie Avenue 307 Chicago, IL 60618",415000.0
5,2,3708,"3416 N Nagle Avenue Chicago, IL 60634",409900.0
2,2,1671,"1801 S Michigan Avenue 104 Chicago, IL 60616",400000.0
2,2,1072,"5910 S Kilbourn Avenue Chicago, IL 60629",360000.0
2,1,1300,"1631 S MICHIGAN Avenue 312 Chicago, IL 60616",360000.0
5,2,2070,"1810 S Ridgeway Avenue Chicago, IL 60623",358000.0
2,1,1200,"1307 S WABASH Avenue 312 Chicago, IL 60605",349500.0
1,1,900,"1000 W Adams Street 815 Chicago, IL 60607",325000.0
3,1,1746,"5614 S Kolmar Avenue Chicago, IL 60629",287654.0
2,2,1200,"1939 N Sawyer Avenue G Chicago, IL 60647",249900.0
6,2,2200,"7124 S LOWE Avenue Chicago, IL 60636",249900.0
3,2,1337,"10116 S Malta Street Chicago, IL 60643",215900.0
3,2,1007,"600 N Monticello Avenue Chicago, IL 60624",215000.0
2,1,700,"3544 W Cortland Street BA Chicago, IL 60647",210000.0
2,2,1250,"5757 N Sheridan Road 18J Chicago, IL 60660",199999.0
1,1,855,"233 E Erie Street 1905 Chicago, IL 60611",199000.0
5,2,1548,"6732 S Peoria Street Chicago, IL 60621",175000.0
4,2,1584,"9311 S Vanderpoel Avenue Chicago, IL 60643",139900.0
2,2,1750,"1755 E 55th Street 503 Chicago, IL 60615",114000.0
2,1,800,"12620 S Alpine Drive 6 Alsip, IL 60803",109898.0
5,3,1489,"11723 S Harvard Avenue Chicago, IL 60628",88000.0
2,2,926,"5523 S Neenah Avenue Chicago, IL 60638",369900.0
3,2,1400,"11413 S Normal Avenue Chicago, IL 60628",299000.0
4,2,1207,"10714 S Eberhart Avenue Chicago, IL 60628",289900.0
1,1,876,"900 N Lake Shore Drive 1904 Chicago, IL 60611",269000.0
1,1,1000,"899 S Plymouth Court 704 Chicago, IL 60605",255000.0
1,1,1300,"1843 S RIDGEWAY Avenue Chicago, IL 60623",220000.0
4,2,1590,"1745 W Steuben Street Chicago, IL 60643",149999.0
3,1,819,"15 E 126th Street Chicago, IL 60628",115000.0
4,2,1332,"5752 S Paulina Street Chicago, IL 60636",105000.0
4,2,1228,"12500 S Lowe Ave Chicago, IL 60628",259900.0
1,1,728,"6451 N California Avenue N , 2 Chicago, IL 60645",161000.0
3,2,2052,"2340 W Moffat Street Chicago, IL 60647",975000.0
2,2,1300,"400 E RANDOLPH Street 913 Chicago, IL 60601",625000.0
2,2,1200,"1322 S Prairie Avenue 406 Chicago, IL 60605",499900.0
4,4,2400,"5927 W Erie Street Chicago, IL 60644",469000.0
2,2,1398,"2461 W Foster Avenue 2E Chicago, IL 60625",389000.0
3,2,1553,"2328 N Normandy Avenue Chicago, IL 60707",365950.0
2,1,1246,"2300 W 112th Street Chicago, IL 60643",309997.0
2,2,1200,"4702 N Austin Avenue 302 Chicago, IL 60630",264900.0
1,1,836,"1910 S Indiana Avenue 627 Chicago, IL 60616",260000.0
3,2,1152,"9912 S Prairie Avenue Chicago, IL 60628",225000.0
1,1,800,"1000 N Lake Shore Drive 1007 Chicago, IL 60611",185000.0
3,2,1177,"13910 S Dearborn Street Riverdale, IL 60827",128997.0
2,2,1350,"611 S Wells Street , 2406 Chicago, IL 60607",409000.0
4,3,2300,"4500 W Thorndale Avenue Chicago, IL 60646",899000.0
2,2,1470,"2307 N Greenview Avenue 3 Chicago, IL 60614",840000.0
3,3,2500,"2243 N GREENVIEW Avenue D Chicago, IL 60614",764500.0
2,2,1300,"125 S Green Street 503A Chicago, IL 60607",669000.0
3,2,1850,"401 E ONTARIO Street 4106 Chicago, IL 60611",589000.0
4,3,2700,"9400 S Charles Street Chicago, IL 60643",549900.0
4,4,2032,"2719 N 74th Court Elmwood Park, IL 60707",545000.0
4,4,4854,"9250 S Kedzie Ave. Evergreen Park, IL 60805",515000.0
2,2,1566,"437 W Division Street 901 Chicago, IL 60610",499999.0
1,1,661,"211 N Harbor Drive 2307 Chicago, IL 60601",497500.0
3,3,2600,"1000 N Lake Shore Drive 1008 Chicago, IL 60611",450000.0
3,2,1404,"1941 N New England Avenue Chicago, IL 60707",445000.0
2,2,1350,"2139 N Kedzie Boulevard 2 Chicago, IL 60647",399900.0
1,1,2000,"833 N California Avenue 1C Chicago, IL 60622",399900.0
3,2,1800,"7807 W Cressett Drive W Elmwood Park, IL 60707",389900.0
2,1,1015,"625 W Jackson Boulevard 212 Chicago, IL 60661",379900.0
3,2,1080,"7205 S HAMLIN Avenue Chicago, IL 60629",379900.0
3,1,1200,"4036 W 57th Street Chicago, IL 60629",349900.0
2,1,890,"1255 S STATE Street 1101 Chicago, IL 60605",340000.0
4,3,2228,"4327 W 81st Street Chicago, IL 60652",320000.0
5,2,1375,"10541 S Normal Avenue Chicago, IL 60628",295000.0
2,1,800,"2346 W Augusta Boulevard 3F Chicago, IL 60622",289000.0
1,1,850,"33 W Delaware Place 9D Chicago, IL 60610",287500.0
3,2,1800,"6148 S Woodlawn Avenue 3A Chicago, IL 60637",275000.0
3,1,1123,"10915 S Mackinaw Avenue Chicago, IL 60617",259900.0
3,2,960,"Chicago, IL 60628",249900.0
1,1,1100,"124 W Polk Street 605 Chicago, IL 60605",249900.0
3,2,1919,"14508 S Lowe Avenue Riverdale, IL 60827",249900.0
2,1,610,"2233 N 73rd Court Elmwood Park, IL 60707",219900.0
3,2,1355,"1336 E 73rd Street Chicago, IL 60619",219900.0
2,2,1340,"6101 S Kimbark Avenue 3 Chicago, IL 60637",199999.0
